X	Dysprosium164	66	Dy	58.000	13.868	168.8	164	10.0	21.4	97.2	Dy2O3	164Dy
164Dy	66	148.7	0.2	7.1	1.7	f	164Dy	f	976.8	f	E
164Dy	66	168.8	0.2	100.0	0.0	f	164Dy	f	242.2	f	E
164Dy	66	206.3	0.5	2.6	0.3	f	164Dy	f	1122.9	f	E
164Dy	66	211.0	0.5	8.8	1.7	f	164Dy	f	1039.4	f	E
164Dy	66	214.9	0.2	34.0	8.0	f	164Dy	f	976.8	f	E
164Dy	66	259.3	0.2	7.5	2.0	f	164Dy	f	501.5	f	E
164Dy	66	277.7	0.2	12.5	2.6	f	164Dy	f	1039.4	f	E
164Dy	66	294.7	0.2	7.8	1.3	f	164Dy	f	1122.9	f	E
164Dy	66	309.3	0.2	4.1	1.3	f	164Dy	f	1225.2	f	E
164Dy	66	326.3	0.4	4.4	1.3	f	164Dy	f	?	u	E
164Dy	66	353.1	0.4	3.4	1.0	f	164Dy	f	?	u	E
164Dy	66	387.0	0.5	1.7	0.3	f	164Dy	f	?	u	E
164Dy	66	391.0	0.5	1.7	0.3	f	164Dy	f	?	u	E
164Dy	66	523.2	1.0	0.4	0.2	f	164Dy	f	1024.5	f	E
164Dy	66	538.3	0.2	1.5	0.2	f	164Dy	f	?	u	E
164Dy	66	548.5	0.2	1.2	0.2	f	164Dy	f	1587.9	f	E
164Dy	66	569.1	1.0	1.0	0.3	f	164Dy	f	?	u	E
164Dy	66	585.5	0.5	6.1	0.7	f	164Dy	f	828.2	f	E
164Dy	66	611.0	1.0	1.0	0.7	f	164Dy	f	1587.7	f	E
164Dy	66	673.7	0.2	12.5	2.0	f	164Dy	f	915.9	f	E
164Dy	66	688.4	0.4	51.0	7.0	f	164Dy	f	761.7	f	E
164Dy	66	754.8	0.2	49.0	7.0	f	164Dy	f	828.2	f	E
164Dy	66	761.7	0.2	37.0	6.0	f	164Dy	f	761.7	f	E
164Dy	66	782.3	0.2	6.5	1.3	f	164Dy	f	1024.5	f	E
164Dy	66	843.3	1.0	2.0	0.7	d	164Dy	f	915.9	f	E
164Dy	66	843.3	1.0	2.0	0.7	d	164Dy	f	1607.2	f	E
164Dy	66	888.1	0.4	0.2	0.07	f	164Dy	f	1716.3	f	E
164Dy	66	903.0	1.0	0.13	0.07	f	164Dy	f	976.8	f	E
164Dy	66	911.1	0.4	1.1	0.2	d	164Dy	f	1155.8	f	E
164Dy	66	911.1	0.4	1.1	0.2	d	164Dy	f	1674.0	f	E
164Dy	66	966.2	1.0	1.7	0.7	f	164Dy	f	1039.4	f	E
164Dy	66	982.1	1.0	1.3	0.3	f	164Dy	f	1225.2	f	E
164Dy	66	1000.2	1.0	0.5	0.2	f	164Dy	f	?	u	E
164Dy	66	1217.4	0.5	0.6	0.2	f	164Dy	f	1979.0	f	E
164Dy	66	1224.0	0.5	1.1	0.3	f	164Dy	f	?	u	E
164Dy	66	1431.0	1.0	0.3	0.1	f	164Dy	f	1674.0	f	E
164Dy	66	1436.1	1.0	0.3	0.1	f	164Dy	f	?	u	E
164Dy	66	1515.6	0.5	1.2	0.2	f	164Dy	f	?	u	E
164Dy	66	1543.2	0.6	0.4	0.1	f	164Dy	f	?	u	E
164Dy	66	1555.5	1.0	0.5	0.2	f	164Dy	f	1797.7	f	E
164Dy	66	1582.0	0.5	0.6	0.1	f	164Dy	f	?	u	E
164Dy	66	1601.3	0.2	1.5	0.3	f	164Dy	f	1674.0	f	E
164Dy	66	1642.6	1.0	2.0	0.7	f	164Dy	f	1716.3	f	E
164Dy	66	1650.0	1.0	0.5	0.2	f	164Dy	f	1892.2	f	E
164Dy	66	1668.1	1.0	0.7	0.3	f	164Dy	f	1910.3	f	E
164Dy	66	1683.0	0.5	0.9	0.2	f	164Dy	f	?	u	E
164Dy	66	1735.0	0.5	2.4	0.7	d	164Dy	f	1738.0	f	E
164Dy	66	1735.0	0.5	2.4	0.7	d	164Dy	f	1808.0	f	E
164Dy	66	1838.5	1.0	1.0	0.3	d	164Dy	f	1841.0	f	E
164Dy	66	1838.5	1.0	1.0	0.3	d	164Dy	f	1910.3	f	E
164Dy	66	1845.5	1.0	1.2	0.3	f	164Dy	f	1918.9	f	E
164Dy	66	1858.7	0.5	0.7	0.2	f	164Dy	f	1932.1	f	E
164Dy	66	1906.2	1.0	0.8	0.3	f	164Dy	f	1979.0	f	E
164Dy	66	1979.0	0.5	1.1	0.3	f	164Dy	f	1979.0	f	E
164Dy	66	2050.0	1.0	0.7	0.2	f	164Dy	f	2050.0	f	E
164Dy	66	2353.0	1.0	0.6	0.3	f	164Dy	f	?	u	E
164Dy	66	2366.4	1.0	0.4	0.2	f	164Dy	f	?	u	E
