X	Samarium148	62	Sm	52.000	7.000	550.23	148	10.0	11.5	95.4	Sm2O3	148Sm
148Sm	62	311.2	0.3	0.17	0.02	f	148Sm	f	1905.3	f	E
148Sm	62	414.23	0.1	4.2	0.3	f	148Sm	f	1594.4	f	E
148Sm	62	432.3	0.2	0.7	0.1	f	148Sm	f	1594.4	f	E
148Sm	62	449.7	0.4	0.17	0.04	f	148Sm	f	1903.9	f	E
148Sm	62	550.23	0.1	100.0	0.0	f	148Sm	f	550.2	f	E
148Sm	62	571.6	0.3	1.8	0.1	f	148Sm	f	1732.9	f	E
148Sm	62	590.9	0.3	0.5	0.1	f	148Sm	f	?	u	E
148Sm	62	611.06	0.1	16.4	0.9	f	148Sm	f	1161.3	f	E
148Sm	62	629.87	0.1	14.2	0.7	f	148Sm	f	1180.1	f	E
148Sm	62	714.6	0.2	0.6	0.1	f	148Sm	f	1894.7	f	E
148Sm	62	725.1	0.2	0.8	0.1	f	148Sm	f	1905.3	f	E
148Sm	62	810.5	0.3	0.4	0.1	f	148Sm	f	1972	f	E
148Sm	62	870.0	0.2	1.4	0.2	f	148Sm	f	2031.3	f	E
148Sm	62	874.0	0.2	1.7	0.2	f	148Sm	f	1424.2	f	E
148Sm	62	896.9	0.3	1.1	0.2	f	148Sm	f	2077	f	E
148Sm	62	903.9	0.2	3.6	0.2	f	148Sm	f	1454.3	f	E
148Sm	62	915.0	0.1	2.04	0.15	f	148Sm	f	1465.2	f	E
148Sm	62	930.8	0.3	0.6	0.1	f	148Sm	f	2110.9	f	E
148Sm	62	966.8	0.8	0.17	0.06	f	148Sm	f	2146.9	f	E
148Sm	62	1034.2	0.3	0.6	1.0	f	148Sm	f	2214.3	f	E
148Sm	62	1048.2	0.6	0.28	0.06	f	148Sm	f	2228.1	f	E
148Sm	62	1066.6	0.7	0.2	0.06	f	148Sm	f	2228.1	f	E
148Sm	62	1113.7	0.1	2.6	0.2	f	148Sm	f	1663.8	f	E
148Sm	62	1147.1	0.5	0.4	0.1	f	148Sm	f	2327.1	f	E
148Sm	62	1152.5	0.7	0.2	0.05	f	148Sm	f	2313.8	f	E
148Sm	62	1181.1	0.7	0.32	0.11	f	148Sm	f	1732.8	f	E
148Sm	62	1262.7	1.1	0.2	0.11	f	148Sm	f	2442.8	f	E
148Sm	62	1307.0	1.0	0.21	0.08	f	148Sm	f	2487.1	f	E
148Sm	62	1324.0	0.7	0.1	0.04	f	148Sm	f	?	u	E
148Sm	62	1344.6	0.3	1.1	0.1	f	148Sm	f	1894.7	f	E
148Sm	62	1353.65	0.2	1.5	0.15	f	148Sm	f	1903.9	f	E
148Sm	62	1371.1	0.4	0.38	0.1	f	148Sm	f	?	u	E
148Sm	62	1413.0	0.8	0.16	0.05	f	148Sm	f	2574.3	f	E
148Sm	62	1422.0	0.2	1.4	0.15	f	148Sm	f	1972	f	E
148Sm	62	1454.5	0.2	3.5	0.3	f	148Sm	f	1454.3	f	E
148Sm	62	1465.2	0.2	3.4	0.3	f	148Sm	f	1465.2	f	E
148Sm	62	1586.7	1.0	0.13	0.05	f	148Sm	f	?	u	E
148Sm	62	1596.4	0.3	0.8	0.1	f	148Sm	f	2146.6	f	E
148Sm	62	1622.0	0.9	0.15	0.05	f	148Sm	f	2802.1	t	E
148Sm	62	1656.3	0.4	0.64	0.12	f	148Sm	f	2206.5	f	E
148Sm	62	1663.6	0.4	1.12	0.15	f	148Sm	f	1663.8	f	E
148Sm	62	1677.7	0.7	0.18	0.06	f	148Sm	f	2228.1	f	E
148Sm	62	1747.6	0.9	0.17	0.06	f	148Sm	f	2927.6	f	E
148Sm	62	1759.0	0.8	0.2	0.1	f	148Sm	f	2920.3	f	E
148Sm	62	1766.3	0.8	0.2	0.1	f	148Sm	f	2927.6	f	E
148Sm	62	1831.7	1.0	0.3	0.1	f	148Sm	f	2381.9	f	E
148Sm	62	1839.0	1.0	0.3	0.1	f	148Sm	f	2389.2	f	E
148Sm	62	1857.8	0.8	0.2	0.1	f	148Sm	f	3017.9	f	E
148Sm	62	1971.7	0.8	0.22	0.1	f	148Sm	f	1972	f	E
148Sm	62	1985.9	0.9	0.2	0.1	f	148Sm	f	2535.8	f	E
148Sm	62	2083.9	1.0	0.15	0.07	f	148Sm	f	2634.1	f	E
148Sm	62	2204.1	1.0	0.24	0.1	f	148Sm	f	2204.1	f	E
148Sm	62	2467.7	1.0	0.2	0.1	f	148Sm	f	3017.9	f	E
148Sm	62	2512.1	0.9	0.22	0.1	f	148Sm	f	3062.3	f	E
148Sm	62	2535.3	1.3	0.14	0.06	f	148Sm	f	2535.8	f	E
148Sm	62	2683.5	1.2	0.15	0.07	f	148Sm	f	2683.5	f	E
148Sm	62	2706.2	1.1	0.21	0.1	f	148Sm	f	2706.2	f	E
