X	Aluminium	13	Al	28.0	3.0	1014	0	11.0	14.1	0	Al	27Al
Al	13	170.6	0.2	4.9	1.0	f	27Al	f	1014.4	f	N
Al	13	793.0	0.2	3.1	0.3	f	27Al	f	3004.8	f	N
Al	13	843.75	0.0	60.0	4.0	c	27Al	f	843.8	f	N
Al	13	955.2	0.2	0.5	0.1	f	27Mg	f	1939.8	f	N
Al	13	984.5	0.15	1.7	0.3	f	27Mg	f	984.5	f	N
Al	13	1014.4	0.15	100.0	0.0	f	27Al	f	1014.4	f	N
Al	13	1369.3	0.8	0.3	0.1	f	24Mg	f	1368.6	f	N
Al	13	1507.3	0.7	0.3	0.1	f	27Al	f	4511.6	f	N
Al	13	1720.8	0.3	14.0	2.0	f	27Al	f	2735.2	f	N
Al	13	1940.2	0.4	0.4	0.2	f	27Mg	f	1939.8	f	N
Al	13	2211.8	0.2	52.0	5.0	f	27Al	f	2211.8	f	N
Al	13	2299.2	0.5	1.6	0.2	f	27Al	f	4511.6	f	N
Al	13	2371.7	0.6	0.8	0.2	f	27Al	f	4582.2	f	N
Al	13	2664.5	0.8	0.9	0.2	f	27Al	f	3679.3	f	N
Al	13	2735.3	0.5	3.4	0.3	f	27Al	f	2735.2	f	N
Al	13	2754.0	1.5	0.2	0.1	f	24Mg	f	4122.8	f	N
Al	13	2835.8	0.7	1.1	0.2	f	27Al	f	3679.3	f	N
Al	13	2940.6	0.8	0.8	0.3	f	27Al	f	3954.7	f	N
Al	13	2981.3	0.4	7.7	1.3	f	27Al	f	2981.4	f	N
Al	13	3004.5	0.3	18.0	3.0	f	27Al	f	3004.8	f	N
Al	13	3210.4	0.7	2.1	0.4	f	27Al	f	4054.3	f	N
Al	13	3954.9	1.1	0.6	0.3	f	27Al	f	3954.7	f	N
Al	13	4307.0	1.5	0.4	0.2	f	27Al	f	5151.1	f	N
Al	13	4413.4	0.8	1.1	0.4	f	27Al	f	4413.6	f	N
Al	13	4582.0	0.8	1.4	0.5	f	27Al	f	4582.2	f	N
